index,hand,age,ace,df,svpt,svGms,bpSaved,bpFaced,rank,result,1stIn(%),1stWon(%),2ndWon(%)
4856,0,31.9,7,1,59,11,0,0,3,1,58,76,75
4857,1,23.5,1,2,81,13,4,7,82,1,53,72,53
4858,0,23.3,0,3,46,9,2,6,400,0,72,58,50
4859,1,27.5,2,2,74,11,5,9,165,0,51,66,47
4860,1,22.7,3,3,52,9,1,1,1,1,58,90,58
4861,0,35.1,7,2,71,11,0,1,55,0,62,77,52
4862,0,27.8,0,1,57,9,2,8,89,0,54,52,44
4863,0,28.7,4,4,141,21,12,19,48,0,35,72,48
4864,0,34,2,2,90,12,2,4,61,0,52,70,56
4865,0,19.6,5,5,101,15,3,7,177,1,67,72,43
4866,1,23.1,1,5,111,16,3,9,54,1,54,62,52
4867,0,23.8,1,3,55,7,6,10,18,0,67,57,40
4868,0,23.2,0,4,54,8,4,6,100,1,59,72,50
4869,0,28.9,7,6,44,5,5,8,137,0,61,67,36
4870,0,29.2,7,0,102,19,2,3,20,1,68,78,73
4871,0,25.7,13,2,93,13,10,12,40,1,56,79,46
4872,0,19.3,2,3,94,15,3,5,700,0,55,77,59
4873,0,18.7,3,4,59,11,2,6,131,1,37,68,58
4874,1,24.8,10,5,147,26,6,10,160,1,65,75,68
4875,0,28.8,7,1,56,10,0,0,4,1,80,78,80
4876,0,33.7,6,1,64,8,6,7,58,1,62,78,43
4877,0,27.7,3,1,55,9,2,3,97,1,67,70,71
4878,0,29.9,4,0,115,16,8,12,23,1,58,66,60
4879,0,23.3,2,4,80,12,2,5,7,1,56,76,52
4880,0,31.6,13,2,104,16,3,5,53,0,58,77,52
4881,1,27.9,0,1,88,14,7,10,56,0,56,76,53
4882,0,25.5,2,1,63,9,7,7,144,1,52,79,66
4883,0,30.6,13,3,97,15,3,7,25,0,58,75,53
4884,0,26,11,5,96,13,4,5,23,1,53,76,55
4885,0,27.6,3,1,42,8,4,5,43,1,55,87,61
4886,0,24.3,4,6,67,11,2,5,56,0,63,79,47
4887,0,30.9,6,3,53,9,1,4,37,0,60,69,44
4888,0,30.7,2,5,53,9,4,9,98,0,51,59,43
4889,0,20.1,0,3,45,8,3,8,204,0,53,58,33
4890,0,26.3,10,10,174,25,8,17,42,0,57,68,48
4891,0,26.6,0,0,56,9,2,8,6,0,52,55,33
4892,0,26.2,7,5,127,18,0,2,272,0,61,72,66
4893,0,24.7,6,4,87,14,5,7,5,1,62,78,59
4894,0,19.7,15,2,105,17,5,11,34,1,45,77,54
4895,0,22.1,4,2,55,10,3,5,4,1,67,73,56
4896,0,29.5,9,2,115,15,8,12,21,1,63,68,54
4897,0,30.3,17,1,133,18,9,10,13,0,68,69,54
4898,0,26.2,10,1,103,16,6,10,51,0,63,66,51
4899,0,26.3,3,5,75,11,11,18,93,0,56,57,39
4900,0,26.4,0,1,128,20,6,8,147,1,76,71,60
4901,0,28.7,12,2,153,23,10,13,20,1,57,76,58
4902,0,35.1,11,0,80,12,1,1,53,0,69,76,68
4903,0,24.2,27,4,122,24,5,8,119,1,64,81,70
4904,1,22.1,17,2,89,14,1,2,96,1,57,80,61
4905,1,24.3,5,11,111,16,7,12,92,0,65,69,46
4906,0,24,4,7,120,15,15,21,52,0,43,62,52
4907,0,33.1,10,0,67,14,2,5,109,1,55,78,70
4908,0,29.3,7,4,89,15,4,5,77,0,61,72,74
4909,0,26.2,9,2,81,11,4,6,16,1,49,75,51
4910,0,24.2,6,6,78,9,12,16,17,0,42,61,51
4911,0,20.5,2,2,49,9,3,4,89,1,61,87,59
4912,0,23.6,14,11,133,18,13,18,77,0,47,76,52
4913,0,24.3,25,4,121,21,1,2,203,0,64,88,60
4914,0,27.6,3,2,55,10,3,5,133,0,75,73,58
4915,0,23.3,2,5,76,11,0,4,172,1,58,61,56
4916,0,29.7,0,1,109,15,4,8,50,0,41,71,57
4917,0,37.3,20,2,88,15,1,3,50,1,69,85,52
4918,0,21.5,4,1,104,14,7,11,76,0,79,57,48
4919,0,27.8,2,5,53,8,3,4,127,1,47,84,65
4920,0,32,4,3,100,16,4,9,75,0,63,67,50
4921,0,21.6,9,3,90,15,6,8,57,0,58,83,54
4922,0,28.4,23,2,90,17,1,2,16,1,68,79,85
4923,1,24.9,1,0,66,11,3,5,1,1,73,62,78
4924,0,25.1,11,0,101,16,5,8,14,0,52,75,52
4925,0,27.4,1,4,67,9,9,12,50,0,55,59,54
4926,0,26.8,0,1,60,10,0,3,64,1,62,65,50
4927,0,30.4,2,3,92,16,3,9,5,0,60,64,50
4928,0,27.6,22,4,130,17,9,12,23,1,54,71,52
4929,0,31.2,8,1,70,11,4,6,22,1,70,78,45
4930,0,28.8,9,3,70,12,0,0,31,1,57,85,59
4931,0,19.5,0,1,76,10,5,7,130,1,66,66,60
4932,0,29.4,17,3,64,11,2,3,132,1,66,90,53
4933,0,21,3,2,57,9,2,4,259,0,63,69,63
4934,0,27,1,4,97,13,9,16,733,0,56,59,44
4935,0,28,2,7,92,15,8,11,123,1,67,71,57
4936,0,24.7,8,1,103,18,2,3,6,1,63,78,57
4937,0,30,1,3,104,15,9,12,61,0,67,66,55
4938,0,21.9,1,2,47,7,5,7,87,1,57,67,56
4939,0,18.2,7,2,105,12,9,11,145,1,57,73,53
4940,0,35.2,17,3,98,17,4,4,13,1,64,89,56
4941,0,22.7,1,0,65,9,3,7,10,0,63,56,46
4942,0,31.4,8,4,85,13,4,9,47,1,61,71,41
4943,0,25.9,6,2,80,12,0,1,3,1,59,77,68
4944,0,26.4,3,3,97,14,6,12,124,0,67,62,45
4945,0,25.5,5,3,52,9,2,6,106,0,58,70,37
4946,0,27.2,11,0,94,20,1,3,31,1,72,82,65
4947,0,23.5,2,1,51,8,3,7,82,0,49,56,48
4948,0,21.1,16,0,111,16,7,10,91,1,57,78,48
4949,1,26.9,7,3,115,16,8,9,158,1,72,75,62
4950,0,22.6,3,4,50,8,1,5,87,0,40,60,54
4951,1,22.3,6,2,59,8,3,3,3,1,58,76,61
4952,1,19.9,5,4,44,8,2,5,239,0,57,76,47
4953,0,26.4,9,4,77,10,4,7,141,0,56,67,47
4954,0,24.6,2,3,45,7,2,7,436,0,58,58,31
4955,0,31.6,2,1,76,14,1,4,48,0,62,70,54
4956,0,29.4,2,1,52,9,1,4,93,0,50,77,40
4957,0,25.3,1,4,75,11,3,5,53,1,64,73,61
4958,0,22.8,2,1,33,7,0,0,60,1,67,91,90
4959,0,24.3,13,3,122,16,6,9,15,0,62,67,63
4960,0,30.4,1,0,58,10,2,5,90,0,71,61,47
4961,0,29.3,11,2,79,12,5,10,7,0,53,71,37
4962,0,29.6,2,0,8,2,0,0,123,1,38,100,100
4963,0,26.4,0,7,45,6,8,9,564,0,60,78,82
4964,1,26.6,5,1,87,10,6,8,33,0,64,64,50
4965,0,30.1,6,3,77,11,5,6,54,1,56,86,52
4966,0,31,1,5,50,8,6,11,119,0,52,62,37
4967,0,28.1,4,1,27,5,0,0,95,1,59,94,60
4968,0,33.3,2,2,48,9,1,2,75,1,71,82,58
4969,0,24.8,8,5,86,14,2,4,493,0,59,82,43
4970,0,19.1,12,10,150,25,10,20,74,0,53,62,57
4971,0,24.3,5,4,66,10,2,4,106,0,64,79,40
4972,1,23.5,14,3,108,16,5,6,74,0,68,77,69
4973,0,23.1,9,5,95,14,7,11,132,0,55,77,42
4974,0,31,5,3,94,15,3,7,104,0,51,73,56
4975,0,27.3,5,4,136,18,11,14,13,0,69,67,61
4976,0,21.2,6,8,97,14,7,9,237,0,51,73,65
4977,0,28.8,2,1,51,8,3,7,208,0,55,61,45
4978,0,24.4,3,2,59,8,1,4,4,0,58,68,43
4979,0,28.3,7,1,90,14,4,6,62,1,58,71,54
4980,0,28.5,0,3,101,15,3,7,36,1,77,64,40
4981,0,29.8,4,1,57,9,3,6,42,0,60,74,41
4982,0,26.9,12,3,103,14,10,12,65,0,67,68,58
4983,0,21.7,9,3,63,10,2,2,13,1,59,78,78
4984,0,25.1,0,3,55,10,0,1,249,1,65,75,62
4985,0,23.8,5,4,22,4,2,2,25,1,64,86,50
4986,0,24.7,8,2,69,11,4,5,21,1,64,77,65
4987,0,19.7,6,2,62,10,3,4,13,1,52,91,57
4988,0,29.4,3,8,60,10,5,7,1018,1,68,73,73
4989,0,21.8,1,5,43,7,2,3,108,1,40,88,62
4990,0,28.8,1,0,75,11,5,7,31,1,85,70,27
4991,0,29.2,5,13,157,22,10,20,38,0,54,61,53
4992,0,29.1,12,4,84,11,7,9,34,1,64,72,50
4993,0,24.2,11,7,95,15,5,9,56,0,62,73,55
4994,0,29.4,0,5,83,10,8,12,107,0,75,55,62
4995,0,26,4,2,49,8,5,8,85,0,49,58,61
4996,0,25.2,1,6,58,9,1,3,118,0,60,66,71
4997,0,23.2,7,5,79,14,4,7,8,0,51,80,50
4998,0,19.6,6,0,90,10,5,7,19,1,68,69,48
4999,0,26.7,7,3,54,8,0,3,95,0,59,72,42
5000,0,22.8,2,2,61,10,2,6,70,0,64,62,45
5001,0,22.7,13,2,72,13,3,4,4,1,69,84,55
5002,1,28.3,10,5,61,11,5,9,30,1,44,78,55
5003,0,28.9,17,1,45,9,1,1,52,1,62,96,62
5004,1,24.5,3,3,100,13,9,16,275,0,71,61,31
5005,0,29.8,11,4,97,15,5,7,94,1,51,80,55
5006,1,20.6,6,3,110,17,4,6,138,1,61,69,62
5007,0,34.2,20,7,168,27,8,11,50,0,70,77,61
5008,0,19,5,1,51,9,1,3,94,0,73,65,69
5009,0,22.7,12,7,96,15,6,7,39,1,70,79,77
5010,1,29.3,4,0,44,7,2,2,32,1,68,80,50
5011,0,23.2,2,3,56,8,2,3,8,1,43,83,55
5012,0,22.6,1,2,49,9,0,2,61,1,88,70,50
5013,1,28.6,4,3,57,12,1,1,3,1,61,89,95
5014,0,30.3,2,9,122,17,10,17,119,0,54,61,53
5015,1,25,2,6,90,14,3,11,23,0,62,54,43
5016,0,30.2,1,6,96,11,10,15,13,1,67,58,50
5017,0,20.8,19,1,106,21,3,5,19,1,72,80,66
5018,0,25.9,2,5,73,11,6,8,96,1,60,75,62
5019,1,30.6,4,3,70,11,2,4,257,0,61,72,58
5020,0,25.6,8,1,96,15,3,5,5,1,70,81,57
5021,0,28.2,3,2,64,11,1,3,205,0,70,78,53
5022,0,29.5,8,2,83,14,3,4,12,1,67,79,68
5023,0,19,3,0,62,11,1,3,149,1,58,78,65
5024,0,18.8,5,1,55,10,0,0,17,1,49,70,74
5025,0,21.6,6,1,106,17,5,7,5,1,52,76,62
5026,0,20.3,9,0,78,11,3,6,74,1,63,67,38
5027,0,19,8,3,73,10,6,10,149,0,48,71,46
5028,0,29.2,5,1,63,10,0,3,23,0,57,72,42
5029,0,29.7,6,0,78,14,1,4,22,0,59,76,50
5030,1,27.9,19,12,165,23,13,15,30,0,56,81,57
5031,1,21.4,7,1,129,17,14,17,79,1,71,65,50
5032,0,25.7,9,7,114,15,9,14,52,0,55,68,50
5033,0,26.6,5,5,50,9,0,1,29,1,48,79,67
5034,1,30.6,15,7,156,19,22,31,102,0,57,62,45
5035,0,26.7,10,10,92,13,10,17,70,0,47,67,44
5036,0,30.1,1,3,85,15,3,8,204,1,82,61,58
5037,0,24.5,13,9,185,30,7,10,17,0,57,78,64
5038,1,28.9,1,3,88,12,7,11,93,0,57,76,40
5039,0,19.5,6,4,89,15,1,5,38,1,42,73,58
5040,0,24.7,9,2,44,8,0,0,57,1,61,85,67
5041,0,28.1,10,0,42,8,0,0,32,1,62,88,62
5042,0,22.6,5,2,70,12,8,14,21,0,66,57,41
5043,0,19.9,21,3,95,15,3,6,165,0,57,76,58
5044,0,21.8,0,2,89,12,8,10,80,1,81,65,53
5045,0,26.2,7,6,77,14,2,5,64,0,51,87,47
5046,0,27.4,11,0,70,11,4,5,103,0,63,80,54
5047,0,23.2,7,0,49,9,1,1,46,1,76,84,58
5048,0,22.9,1,1,58,8,3,7,13,0,71,54,44
5049,0,23.7,2,4,69,12,3,10,94,0,48,61,47
5050,0,26.9,7,1,64,10,4,5,106,1,66,76,52
5051,0,25.4,7,1,120,15,8,9,6,1,68,70,58
5052,0,23,1,0,58,9,2,5,57,0,66,66,40
5053,0,22.1,7,1,89,14,10,13,128,1,63,68,56
5054,0,24.1,6,3,55,9,5,8,142,0,60,70,53
5055,0,22,6,0,69,10,2,6,3,1,51,71,50
5056,0,26.8,0,0,45,8,3,6,124,0,71,56,46
5057,0,37.3,9,3,101,15,8,11,159,1,66,72,52
5058,0,23,3,3,79,15,4,9,90,0,76,68,50
5059,1,30.1,3,2,109,17,2,4,22,0,70,72,68
5060,0,24.2,6,3,119,17,5,7,984,1,72,72,57
5061,0,24.5,5,2,54,8,1,4,87,0,65,57,59
5062,0,21.4,7,2,67,11,4,5,77,1,54,78,66
5063,0,24.6,24,6,106,16,3,4,28,1,57,90,55
5064,0,26.9,2,4,58,8,3,7,87,0,55,62,50
5065,0,27.4,3,4,85,14,0,1,102,1,55,77,59
5066,0,29.6,10,6,145,21,9,17,1,0,66,65,41
5067,0,26.9,4,4,67,10,4,8,9,0,48,66,55
5068,0,28.4,9,12,176,22,15,20,72,1,51,72,51
5069,0,27.1,3,1,84,14,1,2,12,1,52,80,62
5070,0,26.5,3,4,81,12,7,13,40,0,48,64,45
5071,0,22.1,15,9,151,23,15,18,15,1,53,76,60
5072,0,26.4,7,2,89,12,11,13,45,1,58,75,46
5073,0,26.6,4,0,32,7,0,0,7,1,72,91,78
5074,0,22.9,6,3,98,15,2,6,69,0,64,65,53
5075,0,20.4,8,3,94,14,3,8,6,1,69,63,50
5076,0,26.5,3,3,52,10,0,1,72,1,56,83,75
5077,1,25.7,7,3,112,19,4,7,16,1,57,78,56
5078,1,29.9,7,7,124,20,6,10,51,0,67,71,74
5079,0,18.6,5,6,67,10,5,10,133,0,57,63,39
5080,0,22.6,7,3,87,13,8,10,19,1,61,75,58
5081,0,27,3,5,67,11,0,5,89,0,54,67,42
5082,0,22.5,2,1,88,13,5,9,32,0,53,68,45
5083,0,22.3,3,9,103,15,10,15,319,0,70,67,45
5084,0,23.5,3,2,67,10,0,2,24,0,37,72,62
5085,0,20.1,5,1,43,9,1,2,50,1,51,95,60
5086,0,28.9,4,6,73,11,5,13,137,0,48,60,31
5087,0,33.5,10,5,146,24,4,9,66,0,62,77,51
5088,0,21.1,10,2,113,16,5,10,17,0,70,72,38
5089,0,24.3,7,0,73,10,4,6,216,0,63,74,52
5090,1,31.4,4,5,123,16,7,9,46,0,56,75,57
5091,0,23.3,0,7,84,11,8,12,9,1,70,63,56
5092,0,23.8,0,2,53,9,1,5,79,0,60,66,42
5093,1,27.9,2,3,51,9,2,4,1,1,69,71,69
5094,0,20.6,11,0,46,10,0,0,80,1,63,79,100
5095,0,33.1,6,3,83,16,3,9,72,0,52,77,41
5096,0,26.7,6,5,88,14,6,8,109,1,64,77,56
5097,0,25.2,1,0,43,7,1,1,15,1,60,77,65
5098,0,26.4,22,0,103,16,4,4,58,1,65,84,50
5099,0,23.7,6,3,83,14,6,10,74,0,57,74,42
5100,0,22.4,5,2,82,14,6,8,52,1,70,79,43
5101,0,34.7,7,2,105,17,3,6,51,1,70,68,59
5102,0,20.8,4,4,72,10,3,5,109,0,46,64,66
5103,0,34.7,4,0,40,8,0,1,87,1,70,89,50
5104,0,20.7,4,3,117,15,7,10,64,0,76,63,60
5105,0,21.9,6,4,50,8,5,5,116,1,58,79,71
5106,0,21.3,11,5,123,19,5,10,5,1,59,71,50
5107,0,24,7,1,58,11,0,2,5,1,50,79,71
5108,0,21.1,3,6,104,14,9,16,53,0,55,58,51
5109,0,28.4,4,4,117,14,10,15,50,0,62,60,54
5110,0,24.3,13,2,103,16,5,8,7,1,64,71,57
5111,0,29,8,1,67,11,1,1,105,1,58,79,74
5112,0,33.2,9,5,73,11,3,5,9,0,55,80,57
5113,0,24.3,14,2,111,16,4,8,20,1,67,72,49
5114,0,25.2,3,6,100,14,13,14,42,1,57,75,54
5115,0,28.9,1,3,64,10,3,3,1,1,66,74,79
5116,1,23.7,2,1,51,9,3,5,67,1,59,77,60
5117,0,28,14,10,118,16,9,12,29,1,53,76,53
5118,0,27.5,12,8,117,19,6,9,88,1,53,77,68
5119,0,33.2,5,6,135,25,0,5,60,0,61,74,62
5120,0,21.7,5,0,68,10,5,7,228,1,46,61,65
5121,0,26.8,9,2,110,16,2,4,61,0,60,68,62
5122,0,25.9,9,2,63,9,3,4,9,1,56,83,54
5123,0,28.4,6,4,78,11,4,7,120,0,53,68,48
5124,0,30.4,4,2,115,17,4,9,13,1,54,71,53
5125,0,23.3,4,4,69,9,4,5,35,1,41,82,57
5126,0,22.4,1,7,83,11,5,12,81,0,51,48,53
5127,0,24.3,7,5,72,10,6,9,132,0,46,67,59
5128,0,34.2,5,3,60,10,1,2,15,1,63,79,74
5129,0,21.1,0,2,62,10,3,4,143,1,76,68,85
5130,1,30.9,6,6,127,18,6,11,23,0,65,76,34
5131,0,26.4,8,4,105,15,4,9,37,0,63,70,43
5132,0,26.8,6,2,87,14,6,9,52,1,49,81,52
5133,0,28.1,7,1,101,17,2,3,7,1,68,77,65
5134,0,30.8,15,4,97,16,5,6,79,0,63,80,72
5135,0,25.1,0,6,82,14,5,12,256,0,51,62,47
5136,0,25.2,5,2,98,14,6,10,25,1,51,68,52
5137,0,25.2,2,1,106,15,5,7,82,0,65,70,53
5138,0,23.3,2,1,68,10,7,8,141,0,74,74,59
5139,1,30.6,11,4,150,24,5,7,9,1,75,73,70
5140,0,27.8,2,2,69,9,8,13,54,0,71,51,44
5141,1,24.4,18,4,82,15,1,2,9,1,50,80,81
5142,0,25,7,0,23,5,0,0,3,1,78,89,80
5143,0,26.7,9,1,91,13,5,10,73,0,49,69,42
5144,0,35,12,2,94,14,7,9,52,0,65,74,52
5145,0,27.3,10,3,70,11,1,1,4,1,56,85,68
5146,1,23.3,4,1,56,9,2,3,36,1,62,69,65
5147,0,21.2,4,3,47,9,1,4,17,0,72,74,50
5148,0,30.9,5,2,75,10,7,8,55,1,57,67,63
5149,0,32,14,6,155,19,9,13,38,0,63,70,52
5150,0,25.7,1,6,61,9,6,11,24,0,46,54,52
5151,0,24.3,7,4,87,12,5,8,48,0,49,74,48
5152,0,22.1,12,1,50,10,3,3,285,1,70,86,86
5153,0,22.9,3,4,59,9,4,7,119,0,44,69,48
5154,0,22.6,5,1,50,8,4,5,73,1,62,74,50
5155,0,30.2,23,15,137,18,8,8,53,1,46,90,64
5156,0,28,4,1,91,14,3,7,100,0,46,71,54
5157,1,30.8,3,1,97,16,4,9,56,1,59,68,54
5158,0,28.2,6,0,75,15,0,1,37,1,64,85,63
5159,0,27.5,9,2,88,14,4,7,145,1,51,60,68
5160,0,24.8,3,3,55,8,8,12,155,0,75,59,36
5161,0,35.9,2,2,53,9,4,6,3,0,51,70,62
5162,0,22.5,9,4,54,8,2,2,120,1,59,75,67
5163,0,26,3,1,92,15,4,7,16,1,66,70,57
5164,0,24.2,1,2,82,13,5,11,72,0,63,48,61
5165,1,30.9,1,2,67,9,9,13,368,0,70,60,39
5166,0,23.8,9,1,78,15,3,7,10,0,51,78,54
5167,0,26.6,8,9,147,24,6,11,3,1,69,77,35
5168,0,20.7,5,2,57,10,2,4,6,1,67,82,53
5169,1,28.1,23,16,200,28,9,11,1013,0,60,74,66
5170,0,29.6,2,3,64,10,0,1,33,0,64,80,55
5171,0,32.4,6,6,97,12,4,6,21,1,49,71,60
5172,0,21,3,0,42,7,2,2,92,1,67,89,43
5173,1,26.4,1,2,62,10,3,4,9,1,77,71,67
5174,0,29.6,6,0,86,15,3,5,6,0,72,79,50
5175,0,22,0,4,58,8,3,6,61,0,52,53,67
5176,0,29.3,9,10,119,22,5,8,48,1,57,88,56
5177,0,26,4,2,51,8,4,8,62,0,61,61,39
5178,1,26.5,2,3,96,17,6,12,9,0,76,58,60
5179,1,25.9,21,3,117,22,3,5,124,1,73,82,59
5180,0,28.3,3,4,50,8,2,5,89,0,66,61,54
5181,0,35.9,23,6,83,15,0,0,29,1,64,85,75
5182,0,29.4,8,1,115,17,3,4,8,1,63,75,69
5183,1,32.8,7,1,49,9,2,4,16,0,63,65,65
5184,1,26.9,4,1,53,10,0,0,132,1,51,78,84
5185,0,19.8,9,1,69,10,3,5,116,0,52,72,50
5186,0,22.2,3,1,80,12,5,7,80,1,61,71,60
5187,0,26.1,6,0,79,12,6,8,187,1,67,75,58
5188,0,32.2,2,0,84,15,4,5,6,1,79,77,61
5189,0,26.4,1,1,54,9,4,4,101,1,50,81,69
5190,0,23.9,1,1,62,10,0,3,122,0,55,71,48
5191,0,29.9,20,8,172,28,6,11,20,0,60,73,63
5192,0,25.1,4,5,66,10,2,4,78,1,50,64,71
5193,0,28.8,0,4,160,24,8,17,156,0,68,62,48
5194,0,24.3,0,2,44,8,2,7,131,0,61,48,40
5195,0,24.2,10,7,155,15,17,20,58,0,69,62,56
5196,0,30,3,2,32,5,2,6,35,0,53,53,23
5197,0,25.4,6,1,61,10,1,3,19,1,52,75,50
5198,0,28.7,2,2,47,8,1,1,98,1,64,83,67
5199,0,30.1,4,1,99,14,4,7,84,1,49,69,63
5200,0,27.7,6,4,99,15,6,10,6,0,53,63,63
5201,0,21.9,7,2,54,10,1,1,32,1,67,86,69
5202,0,21,3,4,89,13,7,12,27,1,60,64,50
5203,0,27.7,5,1,87,10,8,11,116,0,49,67,47
5204,0,28.1,10,4,66,11,3,3,60,1,39,88,75
5205,0,23.8,26,7,111,16,5,8,13,0,66,74,48
5206,0,28.8,0,5,129,20,6,10,107,0,57,67,51
5207,0,23.5,3,1,51,9,0,0,43,1,53,81,70
5208,0,29.5,12,4,66,11,3,5,8,1,59,87,61
5209,0,25.6,11,5,66,10,3,8,488,1,65,60,50
5210,0,28.4,0,1,40,6,4,10,91,0,52,29,33
5211,0,30.3,14,7,78,13,3,6,80,0,67,75,63
5212,0,28.6,6,3,84,12,8,12,60,1,64,59,59
5213,0,26.4,11,5,176,27,7,14,16,1,68,69,46
5214,0,21.4,12,4,76,13,3,3,22,1,50,84,71
5215,0,24.3,4,1,53,10,0,2,17,0,66,66,59
5216,1,30.4,10,1,68,11,3,4,32,0,65,75,61
5217,0,27.8,8,0,78,13,4,6,85,0,78,75,47
5218,1,23,5,3,50,8,6,6,73,1,62,77,69
5219,0,31,3,1,86,12,5,8,38,1,60,54,67
5220,0,31.7,0,0,71,10,0,1,136,1,65,61,76
5221,0,24.6,13,12,136,17,9,14,182,0,52,75,47
5222,0,19.4,3,2,45,9,1,5,373,0,62,61,53
5223,1,22.1,4,2,69,12,4,6,111,1,59,68,69
5224,0,35.1,5,1,63,11,0,0,11,1,70,89,61
5225,0,22.6,3,3,71,12,8,14,80,0,56,62,43
5226,0,28.7,8,2,146,25,4,6,132,0,68,76,67
5227,0,24.7,2,4,109,15,9,11,41,1,63,74,50
5228,0,23.8,14,1,109,14,13,16,84,0,66,65,47
5229,1,21.8,13,4,62,10,2,4,98,0,61,71,60
5230,0,31.7,4,3,103,12,9,10,145,1,69,63,66
5231,0,21.1,9,7,135,23,5,10,3,1,57,78,53
5232,1,23.1,1,6,69,11,6,14,58,0,43,50,42
5233,0,22.7,2,3,73,10,3,4,53,0,63,76,50
5234,0,24.1,23,8,166,26,5,6,30,1,63,82,70
5235,0,25.2,5,7,95,12,3,5,82,0,49,72,54
5236,0,30.3,7,6,94,14,9,14,23,0,64,65,50
5237,1,26,13,3,106,17,0,2,99,0,59,78,65
5238,0,22.9,3,2,121,15,15,20,131,0,65,63,45
5239,0,27.5,4,4,111,17,5,9,109,0,69,65,60
5240,1,29.8,5,9,82,14,4,8,651,0,55,73,64
5241,0,27.4,6,1,46,8,1,1,11,1,50,83,68
5242,1,25.5,5,1,66,13,1,3,126,1,73,77,59
5243,1,21.5,0,2,62,10,7,11,74,0,73,64,33
5244,1,24.9,2,3,86,13,5,9,60,0,64,60,61
5245,0,25.6,3,4,71,10,9,13,68,0,45,56,60
5246,0,35.8,13,2,100,16,1,2,65,1,60,82,63
5247,0,36.3,29,6,71,11,3,3,24,1,69,94,56
5248,0,31.7,16,2,51,9,0,0,98,1,65,91,50
5249,0,29.7,4,1,81,12,7,10,43,1,72,66,50
5250,0,30.9,0,1,83,14,3,6,82,1,66,65,56
5251,1,38.2,18,13,80,14,6,9,263,0,49,82,79
5252,0,27.7,1,1,100,15,7,11,475,1,76,62,57
5253,0,20.5,4,1,39,8,0,1,3,1,54,86,76
5254,0,27.1,7,6,157,20,18,23,64,0,54,70,54
5255,1,24.2,0,4,84,14,3,6,85,1,62,71,68
5256,0,30.4,5,6,121,19,9,16,118,1,49,75,46
5257,0,29.6,4,3,119,16,6,9,36,1,47,64,65
5258,0,21.9,7,7,110,15,4,5,175,1,52,77,63
5259,0,27.7,5,1,65,10,5,6,9,1,51,79,68
5260,0,30.8,1,0,59,10,3,6,17,0,58,76,36
5261,1,26.9,5,6,100,16,1,5,11,1,64,75,47
5262,0,23,2,2,111,14,11,13,163,0,71,68,40
5263,0,25.9,4,2,35,6,2,2,31,1,60,90,58
5264,0,28,5,4,56,10,4,4,35,1,62,86,76
5265,0,29.5,1,5,53,8,4,8,51,0,43,70,44
5266,0,22.9,11,3,101,16,4,8,35,1,56,65,61
5267,0,21.8,4,5,90,15,4,9,65,0,53,67,54
5268,0,21.1,1,6,129,18,6,14,65,0,55,55,52
5269,0,20.2,10,12,140,19,12,18,210,0,41,72,50
5270,0,29.9,1,1,63,8,4,9,102,0,67,50,45
5271,0,25.4,7,2,125,21,7,13,39,1,49,75,52
5272,0,24.6,2,3,89,13,7,10,44,1,53,74,49
5273,0,24.1,5,1,76,11,2,4,44,0,59,64,63
5274,0,26.8,2,2,57,10,3,6,47,0,51,76,50
5275,0,22.1,5,0,55,9,3,6,285,0,65,61,47
5276,0,26,12,5,81,12,0,2,39,1,57,89,50
5277,0,19.7,5,5,61,11,1,3,65,1,54,73,78
5278,0,25,8,3,69,11,1,2,60,1,54,78,66
5279,1,22.8,2,0,72,9,10,14,32,0,50,53,53
5280,0,24.4,10,5,96,15,5,8,77,0,60,69,58
5281,0,29,6,2,55,10,0,1,172,1,64,74,61
5282,1,30.5,0,1,23,4,1,2,16,0,48,82,55
5283,0,24.5,13,5,68,13,0,1,10,1,57,87,71
5284,1,22.1,8,3,77,11,2,3,2,1,64,71,64
5285,0,21.8,8,5,81,12,7,14,79,0,49,62,39
5286,0,27,9,7,85,14,7,11,13,0,61,69,62
5287,1,31.3,5,3,55,10,2,6,42,0,62,56,72
5288,1,33.6,10,2,90,14,8,10,12,0,61,75,64
5289,0,22.1,13,3,80,14,1,2,79,1,65,85,64
5290,1,32.4,15,5,94,15,6,9,544,0,65,79,57
5291,0,28.6,9,0,68,11,2,2,63,1,75,76,71
5292,0,25.7,3,6,62,9,4,7,127,0,53,64,61
5293,0,22.6,8,5,87,14,6,7,8,1,53,78,67
5294,0,21.8,4,2,49,9,3,3,37,1,51,88,73
5295,0,29.1,7,2,73,12,3,6,15,1,63,76,52
5296,0,28.9,11,2,53,10,1,1,83,1,51,81,79
5297,0,28.2,5,2,47,9,0,1,73,1,66,74,71
5298,0,22.7,20,1,92,15,3,4,11,1,68,83,54
5299,0,25.1,3,1,85,11,6,8,26,0,64,63,50
5300,0,27.9,10,10,144,25,4,7,389,1,58,79,68
5301,0,21.9,20,2,88,12,1,1,18,1,62,85,52
5302,1,22.6,3,3,131,16,18,19,30,1,73,72,70
5303,0,24.5,14,2,75,12,0,0,8,1,69,90,52
5304,0,23.8,9,2,95,12,4,5,59,1,65,82,48
5305,0,25.8,7,7,101,14,7,11,111,1,56,67,54
5306,0,19.6,9,3,74,13,2,5,53,0,51,71,64
5307,0,21.4,8,5,87,12,8,12,1,0,41,72,48
