level_0,index,tourney_name,surface,tourney_date,player_id,age,opponent_id,score,round,ace,df,svpt,1stIn,1stWon,2ndWon,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
11400,11400,US Open,Hard,20080825,104925,21.2,104053,6-2 6-3 3-6 7-6(5),QF,15,2,108,70,50,27,19,7,10,1,65,71,75
11482,11482,Australian Open,Hard,20080114,104925,20.6,103794,6-0 6-2 7-6(5),R128,6,4,79,50,42,13,13,1,2,1,63,84,52
11538,11538,Australian Open,Hard,20080114,104925,20.6,104620,6-1 6-2 6-2,R64,12,3,73,45,34,18,12,2,2,1,62,76,72
11566,11566,Australian Open,Hard,20080114,104925,20.6,105023,6-3 6-1 6-3,R32,5,1,62,46,35,13,12,3,4,1,74,76,87
11580,11580,Australian Open,Hard,20080114,104925,20.6,103720,7-5 6-3 6-3,R16,13,6,104,62,45,19,15,4,7,1,60,73,53
11587,11587,Australian Open,Hard,20080114,104925,20.6,103970,6-0 6-3 7-5,QF,7,3,93,58,44,18,14,8,9,1,62,76,56
11590,11590,Australian Open,Hard,20080114,104925,20.6,103819,7-5 6-3 7-6(5),SF,13,6,113,77,60,15,17,7,9,1,68,78,50
11592,11592,Australian Open,Hard,20080114,104925,20.6,104542,4-6 6-4 6-3 7-6(2),F,11,2,122,68,53,34,20,3,5,1,56,78,65
11593,11593,Masters Cup,Hard,20081109,104925,21.4,105223,7-5 6-3,RR,8,4,72,39,29,17,11,3,5,1,54,74,59
11594,11594,Masters Cup,Hard,20081109,104925,21.4,103786,7-6(3) 0-6 7-5,RR,6,3,88,54,41,17,15,4,8,1,61,76,55
11596,11596,Masters Cup,Hard,20081109,104925,21.4,104468,4-6 6-3 7-5,SF,8,1,106,67,48,22,16,6,8,1,63,72,58
11597,11597,Masters Cup,Hard,20081109,104925,21.4,103786,6-1 7-5,F,4,3,55,34,25,14,10,3,4,1,62,74,78
11834,11834,Beijing Olympics,Hard,20080811,104925,21.2,104068,6-4 6-4,R64,6,1,51,38,28,7,10,1,3,1,75,74,58
11854,11854,Beijing Olympics,Hard,20080811,104925,21.2,102783,6-4 6-2,R32,5,2,43,31,29,5,9,0,1,1,72,94,50
11864,11864,Beijing Olympics,Hard,20080811,104925,21.2,104022,7-6(3) 6-3,R16,4,0,54,40,35,9,10,0,0,1,74,88,64
11869,11869,Beijing Olympics,Hard,20080811,104925,21.2,104792,4-6 6-1 6-4,QF,4,1,100,69,48,15,14,5,7,1,69,70,50
11902,11902,Madrid Masters,Clay,20090510,104925,21.9,103169,6-3 6-3,R32,3,3,56,38,31,8,9,0,0,1,68,82,53
11915,11915,Madrid Masters,Clay,20090510,104925,21.9,104312,6-4 6-4,R16,3,2,57,37,29,11,10,1,2,1,65,78,61
11921,11921,Madrid Masters,Clay,20090510,104925,21.9,103344,6-4 6-4,QF,5,1,61,39,30,14,10,2,2,1,64,77,67
12260,12260,Basel,Hard,20091102,104925,22.4,104676,6-3 7-5,R32,10,2,63,41,33,11,11,3,4,1,65,80,55
12268,12268,Basel,Hard,20091102,104925,22.4,103401,6-0 6-0,R16,4,1,47,30,21,11,6,3,3,1,64,70,69
12272,12272,Basel,Hard,20091102,104925,22.4,104527,3-6 7-6(5) 6-2,QF,5,1,84,51,44,17,14,4,6,1,61,86,53
12274,12274,Basel,Hard,20091102,104925,22.4,103285,6-7(4) 7-5 6-2,SF,7,7,105,58,44,28,16,7,7,1,55,76,70
12275,12275,Basel,Hard,20091102,104925,22.4,103819,6-4 4-6 6-2,F,6,7,98,63,45,19,14,9,11,1,64,71,68
12397,12397,Sydney,Hard,20090112,104925,21.6,103908,6-1 6-2,R16,4,1,42,31,24,10,8,1,1,1,74,77,100
12405,12405,Sydney,Hard,20090112,104925,21.6,104339,6-3 6-4,QF,2,3,82,49,35,16,10,14,15,1,60,71,53
12496,12496,Paris Masters,Hard,20091108,104925,22.4,104338,6-3 7-5,R32,4,5,63,40,25,13,11,5,8,1,63,62,72
12506,12506,Paris Masters,Hard,20091108,104925,22.4,103096,6-2 6-2,R16,8,3,45,30,24,7,8,2,3,1,67,80,58
12511,12511,Paris Masters,Hard,20091108,104925,22.4,104417,6-4 1-6 6-3,QF,3,4,87,57,39,15,13,11,14,1,66,68,58
12514,12514,Paris Masters,Hard,20091108,104925,22.4,104745,6-2 6-3,SF,4,4,50,29,24,13,9,0,0,1,58,83,76
12515,12515,Paris Masters,Hard,20091108,104925,22.4,104792,6-2 5-7 7-6(3),F,2,5,98,66,47,19,16,3,7,1,67,71,70
12664,12664,Miami Masters,Hard,20090325,104925,21.8,104433,6-3 6-2,R64,4,2,59,39,30,13,9,6,6,1,66,77,72
12684,12684,Miami Masters,Hard,20090325,104925,21.8,103908,6-4 6-1,R32,4,2,42,28,23,11,8,3,3,1,67,82,92
12694,12694,Miami Masters,Hard,20090325,104925,21.8,104607,6-3 6-2,R16,1,2,43,23,19,11,8,0,1,1,53,83,61
12699,12699,Miami Masters,Hard,20090325,104925,21.8,104542,6-3 6-4,QF,0,1,67,32,23,23,10,4,4,1,48,72,68
12702,12702,Miami Masters,Hard,20090325,104925,21.8,103819,3-6 6-2 6-3,SF,4,4,73,51,35,12,13,2,6,1,70,69,67
12744,12744,Indian Wells Masters,Hard,20090312,104925,21.7,103506,7-5 6-4,R64,2,2,58,35,25,15,11,0,2,1,60,71,71
12772,12772,Indian Wells Masters,Hard,20090312,104925,21.7,103163,6-2 7-6(1),R32,8,1,61,44,34,9,10,3,4,1,72,77,56
12786,12786,Indian Wells Masters,Hard,20090312,104925,21.7,104527,7-6(7) 7-6(6),R16,5,2,96,62,42,21,12,4,6,1,65,68,66
12865,12865,Monte Carlo Masters,Clay,20090412,104925,21.8,103169,6-1 6-2,R32,1,1,43,26,21,9,8,1,2,1,60,81,56
12875,12875,Monte Carlo Masters,Clay,20090412,104925,21.8,103656,6-1 6-7(4) 6-0,R16,5,1,77,53,40,8,13,0,2,1,69,75,35
12880,12880,Monte Carlo Masters,Clay,20090412,104925,21.8,104269,6-2 4-6 6-3,QF,4,5,87,54,42,17,14,4,6,1,62,78,61
12883,12883,Monte Carlo Masters,Clay,20090412,104925,21.8,104527,4-6 6-1 6-3,SF,1,4,81,46,35,17,13,4,6,1,57,76,55
12966,12966,Rome Masters,Clay,20090427,104925,21.9,103656,7-6(5) 6-0,R32,4,5,64,32,24,14,9,2,4,1,50,75,52
12976,12976,Rome Masters,Clay,20090427,104925,21.9,103990,6-1 6-1,R16,3,4,51,32,22,10,7,3,4,1,63,69,67
12981,12981,Rome Masters,Clay,20090427,104925,21.9,105223,6-3 6-4,QF,4,3,64,41,27,15,10,2,3,1,64,66,75
12984,12984,Rome Masters,Clay,20090427,104925,21.9,103819,4-6 6-3 6-3,SF,3,6,100,50,32,28,14,8,11,1,50,64,64
13098,13098,Canada Masters,Hard,20090810,104925,22.2,105166,6-4 7-6(6),R32,8,7,76,47,39,12,11,4,5,1,62,83,55
13108,13108,Canada Masters,Hard,20090810,104925,22.2,104022,6-3 6-4,R16,3,4,62,42,31,12,10,4,5,1,68,74,75
13153,13153,Cincinnati Masters,Hard,20090816,104925,22.2,103344,7-6(5) 6-4,R32,9,1,63,36,35,17,11,1,1,1,57,97,65
13163,13163,Cincinnati Masters,Hard,20090816,104925,22.2,104871,7-5 6-3,R16,7,4,62,36,27,14,11,3,5,1,58,75,64
13168,13168,Cincinnati Masters,Hard,20090816,104925,22.2,104468,6-4 7-5,QF,8,3,64,40,33,12,11,2,3,1,62,82,57
13171,13171,Cincinnati Masters,Hard,20090816,104925,22.2,104745,6-1 6-4,SF,5,1,55,36,27,11,9,1,1,1,65,75,61
13468,13468,Dubai,Hard,20090223,104925,21.7,104262,6-3 6-2,R32,5,1,71,44,31,12,9,4,6,1,62,70,46
13484,13484,Dubai,Hard,20090223,104925,21.7,103401,6-3 3-6 6-4,R16,5,3,92,51,38,20,14,6,8,1,55,75,53
13492,13492,Dubai,Hard,20090223,104925,21.7,105227,6-3 6-4,QF,7,3,71,45,37,12,10,6,6,1,63,82,52
13495,13495,Dubai,Hard,20090223,104925,21.7,104468,3-6 7-5 7-5,SF,12,3,109,67,44,25,16,1,3,1,61,66,64
13497,13497,Dubai,Hard,20090223,104925,21.7,103970,7-5 6-3,F,3,0,63,45,30,9,11,1,4,1,71,67,50
13498,13498,Marseille,Hard,20090216,104925,21.7,104871,7-6(4) 6-4,R32,11,3,68,47,42,9,11,1,1,1,69,89,50
