level_0,index,tourney_name,surface,tourney_date,player_id,age,opponent_id,score,round,ace,df,svpt,1stIn,1stWon,2ndWon,svGms,bpSaved,bpFaced,result,1stIn(%),1stWon(%),2ndWon(%)
34178,34178,Bangkok,Hard,20110926,104918,24.3,103582,6-4 6-2,R16,3,0,53,35,26,14,9,2,2,1,66,74,78
34186,34186,Bangkok,Hard,20110926,104918,24.3,105777,6-4 6-4,QF,2,0,59,31,23,20,10,3,3,1,53,74,71
34190,34190,Bangkok,Hard,20110926,104918,24.3,104468,6-2 3-6 6-2,SF,7,0,64,42,32,11,12,0,2,1,66,76,50
34192,34192,Bangkok,Hard,20110926,104918,24.3,105385,6-2 6-0,F,5,0,37,28,23,6,7,0,0,1,76,82,67
34266,34266,Tokyo,Hard,20111003,104918,24.3,104571,7-6(4) 2-6 6-4,R32,8,1,93,51,38,21,15,4,8,1,55,75,51
34274,34274,Tokyo,Hard,20111003,104918,24.3,104166,6-1 6-2,R16,11,0,35,22,21,7,7,0,0,1,63,95,54
34278,34278,Tokyo,Hard,20111003,104918,24.3,103900,6-4 7-5,QF,9,3,60,33,28,14,11,1,3,1,55,85,58
34280,34280,Tokyo,Hard,20111003,104918,24.3,103970,6-2 6-3,SF,4,0,48,25,21,14,8,1,1,1,52,84,61
34281,34281,Tokyo,Hard,20111003,104918,24.3,104745,3-6 6-2 6-0,F,6,1,64,39,31,16,11,5,6,1,61,79,67
34328,34328,Shanghai Masters,Hard,20111009,104918,24.4,104527,6-4 3-6 6-3,R16,4,3,86,55,40,13,14,4,7,1,64,73,46
34332,34332,Shanghai Masters,Hard,20111009,104918,24.4,105051,6-3 6-2,QF,7,2,44,26,20,14,8,1,1,1,59,77,88
34334,34334,Shanghai Masters,Hard,20111009,104918,24.4,105453,6-3 6-0,SF,7,1,35,23,22,7,7,0,0,1,66,96,64
34335,34335,Shanghai Masters,Hard,20111009,104918,24.4,103970,7-5 6-4,F,7,4,59,37,32,9,11,2,4,1,63,86,50
34550,34550,Paris Masters,Hard,20111107,104918,24.4,104053,6-2 6-2,R16,7,2,42,24,20,12,8,0,0,1,57,83,75
34553,34553,Paris Masters,Hard,20111107,104918,24.4,104871,6-2 6-4,R32,3,0,50,28,21,17,9,0,0,1,56,75,77
34583,34583,Madrid Masters,Hard,20071015,104918,20.4,103285,6-4 6-1,R64,6,1,44,24,22,14,9,0,0,1,55,92,74
34599,34599,Madrid Masters,Hard,20071015,104918,20.4,103428,6-1 6-3,R32,6,3,50,28,22,11,8,2,3,1,56,79,58
35262,35262,Metz,Hard,20071001,104918,20.3,104386,6-4 1-6 6-2,R32,7,3,69,36,28,17,12,2,4,1,52,78,57
35272,35272,Metz,Hard,20071001,104918,20.3,103566,6-4 6-3,R16,6,3,56,32,28,10,9,3,4,1,57,88,48
35277,35277,Metz,Hard,20071001,104918,20.3,104542,6-3 6-3,QF,3,0,45,26,20,13,9,0,1,1,58,77,68
35280,35280,Metz,Hard,20071001,104918,20.3,103084,7-6(2) 6-4,SF,6,3,64,43,38,9,11,1,2,1,67,88,50
35334,35334,Paris Masters,Hard,20071028,104918,20.4,103813,7-6(5) 6-3,R32,2,5,74,37,31,21,10,5,6,1,50,84,66
35347,35347,Paris Masters,Hard,20071028,104918,20.4,102148,6-4 6-2,R16,4,1,63,34,24,18,9,3,4,1,54,71,64
35426,35426,Memphis,Hard,20070219,104918,19.7,104433,6-3 4-6 6-4,R32,11,2,87,48,37,16,15,2,6,1,55,77,43
35440,35440,Memphis,Hard,20070219,104918,19.7,103709,6-3 7-6(4),R16,11,2,71,29,26,26,11,1,1,1,41,90,65
35447,35447,Memphis,Hard,20070219,104918,19.7,102905,6-3 6-2,QF,1,0,54,26,21,16,9,2,2,1,48,81,57
35504,35504,Miami Masters,Hard,20070319,104918,19.8,102834,6-2 7-6(4),R64,8,7,77,38,31,14,10,4,7,1,49,82,44
35526,35526,Miami Masters,Hard,20070319,104918,19.8,103470,6-3 6-1,R32,1,0,43,34,25,7,8,0,0,1,79,74,78
35536,35536,Miami Masters,Hard,20070319,104918,19.8,103908,2-6 7-5 6-3,R16,9,2,84,48,34,19,15,4,8,1,57,71,56
35542,35542,Miami Masters,Hard,20070319,104918,19.8,104053,5-3 RET,QF,2,1,22,14,11,5,4,0,0,1,64,79,71
35590,35590,Indian Wells Masters,Hard,20070305,104918,19.8,103325,6-3 6-3,R64,3,2,51,34,26,9,9,1,2,1,67,76,60
35616,35616,Indian Wells Masters,Hard,20070305,104918,19.8,103917,6-1 6-3,R32,7,1,47,29,24,9,8,1,1,1,62,83,53
35629,35629,Indian Wells Masters,Hard,20070305,104918,19.8,103786,7-6(3) 6-4,R16,10,2,79,33,24,27,11,1,3,1,42,73,61
